tick,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,qua_x,qua_y,qua_z,qua_w,pwm_1,pwm_2,pwm_3,pwm_4,voltage
1770450408505664,-0.33473777770996094,0.37825608253479004,5.142821788787842,-0.03741418570280075,-0.09715042263269424,0.028297927230596542,0.029360832646489143,0.009822895750404594,9.714679718017578,0.0025580815577860073,0.008262430942379077,-0.01950509780012636,-0.9997723438930853,795,796,733,735,15.387001037597656
1770450408514634,-0.33473777770996094,0.37825608253479004,5.142821788787842,-0.03741418570280075,-0.09715042263269424,0.028297927230596542,0.029360832646489143,0.009822895750404594,9.714679718017578,0.0025580815577860073,0.008262430942379077,-0.01950509780012636,-0.9997723438930853,795,796,733,735,15.387001037597656
1770450408524097,-0.33707189559936523,0.37215423583984375,5.143877983093262,-0.042829155921936035,-0.09769042581319809,0.02547249011695385,0.026870910078287125,0.009126106277109382,9.721626281738281,0.002524186410514148,0.008863079825316244,-0.019804760394478087,-0.9997613944160338,795,796,733,735,15.387001037597656
1770450408534836,-0.33707189559936523,0.37215423583984375,5.143877983093262,-0.042829155921936035,-0.09769042581319809,0.02547249011695385,0.026870910078287125,0.009126106277109382,9.721626281738281,0.002524186410514148,0.008863079825316244,-0.019804760394478087,-0.9997613944160338,795,796,733,735,15.387001037597656
1770450408544165,-0.33707189559936523,0.37215423583984375,5.143877983093262,-0.042829155921936035,-0.09769042581319809,0.02547249011695385,0.03598739951848984,0.01873520389199376,9.73019790649414,0.002524186410514148,0.008863079825316244,-0.019804760394478087,-0.9997613944160338,795,796,733,735,15.387001037597656
1770450408555461,-0.33965444564819336,0.36613690853118896,5.1448283195495605,-0.04865791276097298,-0.09800082445144653,0.022981109097599983,0.03598739951848984,0.01873520389199376,9.73019790649414,0.0025710145826919923,0.009806377500391828,-0.020063921842900977,-0.9997473000136671,795,796,733,735,15.387001037597656
1770450408563949,-0.33965444564819336,0.36613690853118896,5.1448283195495605,-0.04865791276097298,-0.09800082445144653,0.022981109097599983,0.02906620502471924,0.013242201879621744,9.726710319519043,0.0025710145826919923,0.009806377500391828,-0.020063921842900977,-0.9997473000136671,795,796,733,735,15.387001037597656
1770450408573884,-0.33965444564819336,0.36613690853118896,5.1448283195495605,-0.04865791276097298,-0.09800082445144653,0.022981109097599983,0.02906620502471924,0.013242201879621744,9.726710319519043,0.0025710145826919923,0.009806377500391828,-0.020063921842900977,-0.9997473000136671,795,796,733,735,15.387001037597656
1770450408584360,-0.33965444564819336,0.36613690853118896,5.1448283195495605,-0.04865791276097298,-0.09800082445144653,0.022981109097599983,0.03611388057470322,0.01826809346675992,9.742342948913574,0.0025710145826919923,0.009806377500391828,-0.020063921842900977,-0.9997473000136671,795,796,733,735,15.387001037597656
1770450408594238,-0.3426029682159424,0.360149621963501,5.145656585693359,-0.05501101166009903,-0.0981660857796669,0.02066296897828579,0.03611388057470322,0.01826809346675992,9.742342948913574,0.002775852710093949,0.010446928229919761,-0.019892174693665197,-0.999743696013257,791,791,740,741,15.387001037597656
1770450408605079,-0.3426029682159424,0.360149621963501,5.145656585693359,-0.05501101166009903,-0.0981660857796669,0.02066296897828579,0.03611388057470322,0.01826809346675992,9.742342948913574,0.002775852710093949,0.010446928229919761,-0.019892174693665197,-0.999743696013257,791,791,740,741,15.387001037597656
1770450408614158,-0.3426029682159424,0.360149621963501,5.145656585693359,-0.05501101166009903,-0.0981660857796669,0.02066296897828579,0.037290312349796295,0.017389930784703495,9.738486289978027,0.002775852710093949,0.010446928229919761,-0.019892174693665197,-0.999743696013257,791,791,740,741,15.387001037597656
1770450408624040,-0.34593701362609863,0.3541923761367798,5.146370887756348,-0.0617954358458519,-0.09822724014520645,0.018410203978419304,0.037290312349796295,0.017389930784703495,9.738486289978027,0.002949405330704787,0.010654390101006737,-0.01966394817083262,-0.9997455246822092,791,791,740,741,15.387001037597656
1770450408635061,-0.34593701362609863,0.3541923761367798,5.146370887756348,-0.0617954358458519,-0.09822724014520645,0.018410203978419304,0.036562420427799225,0.01598736643791318,9.733545303344727,0.002949405330704787,0.010654390101006737,-0.01966394817083262,-0.9997455246822092,791,791,740,741,15.387001037597656
1770450408644039,-0.34593701362609863,0.3541923761367798,5.146370887756348,-0.0617954358458519,-0.09822724014520645,0.018410203978419304,0.036562420427799225,0.01598736643791318,9.733545303344727,0.002949405330704787,0.010654390101006737,-0.01966394817083262,-0.9997455246822092,791,791,740,741,15.387001037597656
1770450408653804,-0.34593701362609863,0.3541923761367798,5.146370887756348,-0.0617954358458519,-0.09822724014520645,0.018410203978419304,0.030588941648602486,0.012749083340169191,9.736481666564941,0.002949405330704787,0.010654390101006737,-0.01966394817083262,-0.9997455246822092,791,791,740,741,15.387001037597656
1770450408663744,-0.3505737781524658,0.3468729257583618,5.147128105163574,-0.07063206285238266,-0.09800448268651962,0.01578018069267273,0.030588941648602486,0.012749083340169191,9.736481666564941,0.0033615047927285035,0.0108796884117799,-0.018914156423768903,-0.9997562639725587,791,791,740,741,15.387001037597656
1770450408673750,-0.3505737781524658,0.3468729257583618,5.147128105163574,-0.07063206285238266,-0.09800448268651962,0.01578018069267273,0.031105292961001396,0.008581446483732463,9.74044132232666,0.0033615047927285035,0.0108796884117799,-0.018914156423768903,-0.9997562639725587,791,791,740,741,15.387001037597656
1770450408683857,-0.3505737781524658,0.3468729257583618,5.147128105163574,-0.07063206285238266,-0.09800448268651962,0.01578018069267273,0.031105292961001396,0.008581446483732463,9.74044132232666,0.0033615047927285035,0.0108796884117799,-0.018914156423768903,-0.9997562639725587,791,791,740,741,15.387001037597656
1770450408694609,-0.3546583652496338,0.3411092758178711,5.147670269012451,-0.07773725688457489,-0.09735884517431259,0.013819990679621696,0.03245839476585388,0.02106338553130746,9.74299144744873,0.003880019664157132,0.010812618915492544,-0.01784767254278973,-0.9997747212769482,791,791,740,741,15.387001037597656
1770450408703980,-0.3546583652496338,0.3411092758178711,5.147670269012451,-0.07773725688457489,-0.09735884517431259,0.013819990679621696,0.03245839476585388,0.02106338553130746,9.74299144744873,0.003880019664157132,0.010812618915492544,-0.01784767254278973,-0.9997747212769482,784,785,748,749,15.327000617980957
